age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
52,State-gov,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
36,Private,Bachelors,Never-married,Sales,Not-in-family,Female,United-States,<=50K
34,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
21,Private,Assoc-voc,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
46,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
61,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,Female,United-States,<=50K
22,State-gov,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
36,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
43,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
25,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Female,India,>50K
17,Private,10th,Never-married,Priv-house-serv,Other-relative,Male,United-States,<=50K
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
30,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
40,Private,Masters,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
31,Local-gov,Masters,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
37,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,Male,Cuba,<=50K
37,State-gov,HS-grad,Married-spouse-absent,Other-service,Unmarried,Female,United-States,<=50K
54,Private,Some-college,Married-civ-spouse,Sales,Wife,Female,United-States,>50K
36,Private,HS-grad,Divorced,Other-service,Own-child,Female,United-States,<=50K
46,Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
32,Private,9th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
17,Private,11th,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
42,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,United-States,<=50K
37,Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
38,Private,12th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
46,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
57,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Male,Portugal,<=50K
59,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
35,Private,HS-grad,Divorced,Other-service,Unmarried,Female,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Male,United-States,<=50K
55,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
46,Private,HS-grad,Separated,Other-service,Not-in-family,Female,Jamaica,<=50K
44,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,Germany,<=50K
24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
32,Private,10th,Married-spouse-absent,Other-service,Not-in-family,Female,United-States,<=50K
35,Private,Bachelors,Never-married,Sales,Not-in-family,Female,United-States,<=50K
67,Private,Masters,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
56,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,Male,India,<=50K
46,Private,Assoc-acdm,Widowed,Tech-support,Unmarried,Female,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
38,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
31,Private,HS-grad,Divorced,Sales,Unmarried,Male,United-States,<=50K
53,Private,HS-grad,Separated,Transport-moving,Not-in-family,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
39,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
22,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,Male,Nicaragua,<=50K
60,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
51,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Female,United-States,<=50K
57,Federal-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,Female,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Female,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
17,Private,12th,Never-married,Other-service,Own-child,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
18,Private,HS-grad,Never-married,Sales,Own-child,Female,United-States,<=50K
52,Private,12th,Separated,Machine-op-inspct,Other-relative,Female,Cuba,<=50K
18,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Male,Germany,<=50K
34,Private,HS-grad,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Female,United-States,<=50K
17,Local-gov,9th,Never-married,Other-service,Own-child,Male,United-States,<=50K
30,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
29,Private,Bachelors,Never-married,Craft-repair,Not-in-family,Female,United-States,<=50K
30,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Male,United-States,>50K
50,State-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
22,Private,HS-grad,Never-married,Sales,Other-relative,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
39,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Other-relative,Male,Cuba,<=50K
20,Private,Some-college,Never-married,Other-service,Other-relative,Female,United-States,<=50K
62,Private,Assoc-acdm,Widowed,Other-service,Not-in-family,Female,United-States,<=50K
32,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
38,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
32,Private,Some-college,Separated,Tech-support,Unmarried,Female,United-States,<=50K
55,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
34,Private,11th,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
28,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
26,Private,Some-college,Never-married,Sales,Not-in-family,Female,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
61,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
21,Private,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,Female,Mexico,<=50K
50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
39,Private,7th-8th,Never-married,Other-service,Own-child,Male,Mexico,<=50K
24,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
17,Private,11th,Never-married,Other-service,Own-child,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
23,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Own-child,Female,United-States,<=50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
42,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
25,Private,Bachelors,Divorced,Sales,Not-in-family,Female,United-States,<=50K
22,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,Male,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
54,Private,11th,Married-civ-spouse,Other-service,Wife,Female,United-States,>50K
41,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
43,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Female,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,Philippines,>50K
19,Private,HS-grad,Separated,Adm-clerical,Unmarried,Female,United-States,<=50K
33,Private,Some-college,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
33,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
41,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
24,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Female,United-States,<=50K
45,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,Female,United-States,>50K
63,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
75,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Male,United-States,<=50K
69,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
33,Private,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
44,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
18,Private,11th,Never-married,Sales,Own-child,Female,United-States,<=50K
48,Private,HS-grad,Divorced,Sales,Not-in-family,Female,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
35,Private,HS-grad,Never-married,Craft-repair,Unmarried,Male,United-States,<=50K
34,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
54,Local-gov,HS-grad,Widowed,Other-service,Unmarried,Female,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,Canada,>50K
34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
41,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
66,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,Hong,>50K
48,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
55,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
43,Private,Bachelors,Divorced,Sales,Not-in-family,Male,United-States,>50K
51,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Male,Germany,>50K
31,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Self-emp-not-inc,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
31,Local-gov,HS-grad,Divorced,Other-service,Unmarried,Male,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Own-child,Male,United-States,<=50K
60,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
29,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
33,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
34,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Male,Mexico,<=50K
40,Self-emp-inc,Masters,Never-married,Other-service,Own-child,Male,United-States,<=50K
57,Private,Some-college,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
55,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
40,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
26,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,Mexico,<=50K
29,Private,Masters,Never-married,Sales,Not-in-family,Male,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
65,Private,11th,Widowed,Adm-clerical,Not-in-family,Female,United-States,<=50K
19,Private,Some-college,Never-married,Sales,Own-child,Male,Laos,<=50K
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,Iran,>50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
61,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
63,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,<=50K
47,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
18,Private,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
50,Private,Masters,Divorced,Exec-managerial,Not-in-family,Male,United-States,>50K
49,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
35,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
48,Federal-gov,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
41,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
26,Private,12th,Never-married,Other-service,Unmarried,Male,United-States,<=50K
53,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
58,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
90,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
53,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,Jamaica,<=50K
34,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
36,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
33,Private,Bachelors,Separated,Prof-specialty,Other-relative,Female,Jamaica,<=50K
17,Private,10th,Never-married,Other-service,Own-child,Female,United-States,<=50K
38,Private,11th,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
57,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Male,Italy,<=50K
39,Private,HS-grad,Divorced,Sales,Not-in-family,Male,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,China,<=50K
37,Private,Bachelors,Separated,Exec-managerial,Not-in-family,Male,United-States,<=50K
27,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,United-States,>50K
41,Private,Some-college,Divorced,Tech-support,Unmarried,Female,United-States,<=50K
20,Private,Masters,Never-married,Exec-managerial,Own-child,Male,United-States,<=50K
44,Private,Masters,Separated,Exec-managerial,Unmarried,Female,United-States,<=50K
50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
54,Private,HS-grad,Widowed,Exec-managerial,Unmarried,Female,United-States,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,>50K
33,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,Puerto-Rico,<=50K
22,Private,9th,Never-married,Other-service,Own-child,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,Philippines,>50K
57,Self-emp-not-inc,Some-college,Widowed,Exec-managerial,Other-relative,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
52,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
55,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
19,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
44,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,Female,United-States,>50K
42,Private,Masters,Never-married,Exec-managerial,Not-in-family,Male,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
26,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
50,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
46,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
18,Private,Some-college,Never-married,Tech-support,Own-child,Male,United-States,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Male,Vietnam,<=50K
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
50,Private,5th-6th,Married-spouse-absent,Other-service,Unmarried,Female,Mexico,<=50K
47,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
25,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
42,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Female,United-States,<=50K
23,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,Male,Mexico,<=50K
32,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
29,Self-emp-inc,HS-grad,Separated,Prof-specialty,Other-relative,Male,United-States,<=50K
40,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
45,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
59,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
56,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
23,Private,12th,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
37,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
27,Private,9th,Never-married,Priv-house-serv,Unmarried,Female,Mexico,<=50K
21,Private,HS-grad,Never-married,Other-service,Unmarried,Female,United-States,<=50K
47,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
62,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Female,United-States,>50K
27,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Other-service,Own-child,Female,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
22,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,Male,United-States,>50K
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
28,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
29,Private,HS-grad,Never-married,Transport-moving,Unmarried,Male,United-States,<=50K
46,Private,9th,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
28,Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
35,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Sales,Wife,Female,United-States,<=50K
63,Private,9th,Widowed,Other-service,Not-in-family,Female,United-States,<=50K
56,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
19,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
31,Private,HS-grad,Divorced,Other-service,Own-child,Female,United-States,<=50K
51,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
17,Private,11th,Never-married,Sales,Own-child,Male,United-States,<=50K
27,Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Female,United-States,<=50K
30,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
18,Private,Some-college,Never-married,Protective-serv,Own-child,Female,United-States,<=50K
41,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
35,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
29,Private,HS-grad,Never-married,Sales,Not-in-family,Female,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
25,Private,10th,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
53,Private,1st-4th,Divorced,Other-service,Unmarried,Female,Dominican-Republic,<=50K
53,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
26,State-gov,HS-grad,Never-married,Craft-repair,Unmarried,Male,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
48,State-gov,Masters,Separated,Prof-specialty,Not-in-family,Male,United-States,<=50K
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
40,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,Cuba,>50K
53,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,Female,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
57,Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
53,Self-emp-not-inc,Assoc-voc,Separated,Craft-repair,Not-in-family,Male,Poland,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
20,Private,9th,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
25,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
37,Private,Some-college,Never-married,Exec-managerial,Unmarried,Female,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
29,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
